age,months_with_company,avg_monthly_spend,num_service_tickets,contract_renewals,num_products,discount_rate,late_payments,region,plan_type,is_family_plan,has_auto_pay,payment_method,churn
44,87,32.82,1.0,2,1,0.344,0,West,Standard,No,,Card,0
78,117,81.47,2.0,3,3,0.028,1,West,Standard,No,Yes,UPI,0
79,53,51.88,2.0,1,1,0.335,0,West,Basic,No,No,NetBanking,0
27,7,,5.0,0,3,0.03,0,West,Standard,No,Yes,UPI,0
73,105,55.66,2.0,0,3,0.154,1,North,Basic,No,No,UPI,1
23,23,65.55,1.0,0,2,0.308,0,South,Premium,No,No,Card,0
64,63,50.11,2.0,5,1,0.108,0,East,Basic,No,Yes,Card,0
70,118,71.08,0.0,1,5,0.019,1,South,Premium,No,,UPI,0
73,89,48.34,2.0,1,2,0.309,1,East,Standard,No,Yes,NetBanking,0
31,6,72.41,2.0,3,5,0.143,0,North,Premium,No,Yes,UPI,0
73,98,68.84,3.0,0,4,0.266,0,East,Standard,No,Yes,Card,0
25,20,58.78,2.0,3,4,0.131,0,South,Basic,Yes,Yes,Card,0
50,90,51.17,0.0,3,4,0.343,0,North,Standard,Yes,No,NetBanking,0
47,74,63.03,1.0,4,2,0.448,1,West,Standard,Yes,Yes,UPI,0
37,35,71.01,4.0,0,2,0.043,1,West,Basic,No,No,Card,1
19,51,101.24,2.0,0,5,0.393,0,South,Standard,Yes,Yes,UPI,0
65,15,78.79,1.0,4,4,0.078,0,North,Premium,No,Yes,Card,0
38,118,79.52,0.0,2,2,0.165,1,East,Standard,Yes,Yes,Card,0
59,29,121.77,0.0,0,4,0.179,0,North,Basic,Yes,Yes,NetBanking,0
43,37,70.32,0.0,3,2,0.103,0,East,,No,Yes,UPI,0
41,60,69.69,2.0,2,5,0.038,0,West,Basic,No,,Card,0
72,81,74.08,3.0,5,3,0.384,0,South,Basic,No,Yes,NetBanking,0
23,61,39.82,5.0,5,2,0.397,1,South,Basic,No,Yes,Cash,0
63,61,51.12,3.0,3,4,0.498,1,North,Basic,Yes,Yes,NetBanking,1
64,70,49.88,0.0,0,4,0.467,2,South,Standard,No,Yes,UPI,0
41,103,72.95,1.0,4,2,0.217,2,East,Basic,Yes,,Cash,0
34,48,56.52,1.0,1,4,0.067,0,North,Basic,Yes,Yes,Card,0
18,100,62.76,1.0,5,2,0.005,0,West,Basic,Yes,Yes,NetBanking,0
76,94,81.75,,3,2,0.266,0,East,Premium,Yes,Yes,Card,0
76,115,77.26,0.0,2,5,0.43,0,North,Standard,No,Yes,Card,0
32,109,56.77,3.0,5,4,0.134,0,East,Standard,No,No,Card,0
19,95,46.6,1.0,3,1,0.099,1,South,Standard,Yes,No,Card,0
25,30,82.71,2.0,2,4,0.219,0,South,Basic,No,Yes,UPI,0
22,93,75.48,2.0,1,2,0.447,0,East,Premium,No,Yes,NetBanking,0
69,88,27.87,1.0,3,2,0.226,1,North,,Yes,No,Card,0
73,35,53.74,0.0,1,3,0.361,0,North,Basic,No,Yes,NetBanking,0
27,81,63.31,0.0,0,3,0.231,0,North,Basic,Yes,Yes,UPI,0
64,31,75.58,1.0,0,5,0.186,1,North,Basic,No,No,Card,0
29,63,78.2,4.0,3,3,0.22,0,East,Basic,No,Yes,UPI,0
40,95,65.68,0.0,5,2,0.384,0,West,Standard,Yes,Yes,Card,0
55,23,71.7,2.0,1,4,0.377,0,,Basic,Yes,Yes,Card,0
62,41,61.28,1.0,1,3,0.216,1,West,Basic,Yes,Yes,UPI,0
72,95,46.52,1.0,3,1,0.134,1,East,Standard,No,Yes,NetBanking,0
20,55,54.77,1.0,0,4,0.07,1,,Standard,No,Yes,Card,0
30,115,60.38,1.0,0,3,0.001,1,West,Premium,No,No,Card,0
35,1,59.31,0.0,3,3,0.057,0,North,Basic,Yes,Yes,UPI,0
37,86,22.29,2.0,3,1,0.082,0,North,Premium,Yes,Yes,UPI,0
79,97,52.05,2.0,0,3,0.345,1,West,Standard,Yes,Yes,NetBanking,0
66,110,61.12,0.0,1,4,0.409,0,East,Standard,No,No,UPI,0
37,19,54.37,1.0,1,4,0.368,0,West,Basic,No,Yes,NetBanking,0
78,118,55.06,2.0,4,4,0.362,0,North,Standard,No,,UPI,0
48,47,69.76,3.0,3,5,0.497,0,West,Basic,No,Yes,Card,0
49,42,38.42,0.0,4,3,0.481,1,North,Standard,Yes,Yes,UPI,0
44,43,27.44,1.0,0,3,0.134,0,South,Standard,No,Yes,Card,0
26,76,53.04,,5,3,0.073,0,West,Basic,No,Yes,UPI,0
75,79,75.28,,1,2,0.077,0,South,Basic,Yes,No,Card,0
18,57,93.75,4.0,5,2,0.448,1,,Premium,No,No,Card,0
28,9,75.64,3.0,5,4,0.051,1,West,,No,Yes,NetBanking,0
32,118,,0.0,2,2,0.17,0,West,Standard,No,No,NetBanking,0
35,27,55.35,1.0,4,4,0.265,0,North,Premium,No,Yes,UPI,0
26,12,65.13,4.0,4,4,0.307,1,North,Basic,Yes,Yes,UPI,0
19,72,,1.0,4,5,0.298,0,West,Standard,No,Yes,Cash,0
60,50,70.79,1.0,0,1,0.393,1,East,Standard,No,Yes,Card,0
78,74,41.66,1.0,0,2,0.286,0,South,Basic,No,,UPI,0
25,105,61.3,1.0,5,4,0.426,0,North,Basic,Yes,No,Card,0
36,12,68.41,1.0,4,3,0.042,1,North,Premium,No,Yes,NetBanking,0
49,34,76.51,2.0,3,4,0.429,0,,Basic,No,Yes,Card,0
75,62,43.89,0.0,1,4,0.295,0,South,Basic,No,Yes,UPI,0
61,94,53.1,3.0,2,5,0.111,0,West,Basic,No,Yes,Card,0
65,72,5.92,3.0,2,2,0.489,0,North,Standard,No,No,UPI,0
54,46,47.57,1.0,2,2,0.47,1,North,Standard,No,Yes,NetBanking,0
43,73,49.51,1.0,3,3,0.423,1,East,Basic,No,Yes,Card,0
30,117,39.61,4.0,4,3,0.456,2,West,Basic,Yes,No,NetBanking,0
71,58,63.31,2.0,2,5,0.191,0,South,Basic,No,No,Card,0
67,106,58.88,2.0,5,1,0.114,0,South,Standard,No,Yes,UPI,1
19,93,14.82,1.0,0,2,0.091,0,,Premium,No,Yes,UPI,0
62,36,64.31,1.0,4,5,0.437,0,North,Basic,No,No,Card,0
23,30,41.43,1.0,4,4,0.413,1,South,Standard,No,Yes,UPI,0
63,92,69.71,0.0,3,4,0.49,0,East,Standard,Yes,,UPI,0
69,25,34.36,3.0,2,2,0.424,1,North,Standard,Yes,No,UPI,0
26,41,60.6,2.0,2,4,0.316,0,East,Standard,Yes,No,UPI,0
44,29,54.34,,2,2,0.071,0,North,,No,No,Card,1
25,73,66.06,5.0,5,4,0.082,0,East,Standard,No,No,Card,0
53,36,62.49,1.0,0,1,0.237,0,West,Standard,No,Yes,Card,0
75,79,54.9,0.0,3,2,0.384,0,West,Standard,No,No,NetBanking,0
23,112,29.27,2.0,5,4,0.087,0,East,Basic,No,No,Card,0
42,99,30.46,3.0,3,4,0.458,0,East,Basic,No,Yes,Card,0
78,113,48.32,0.0,3,5,0.342,1,South,Basic,No,No,Card,0
36,3,59.83,1.0,3,5,0.156,1,South,Basic,No,No,UPI,0
26,55,47.84,2.0,3,1,0.443,0,North,Basic,No,No,UPI,0
48,27,72.5,2.0,3,1,0.299,0,East,Basic,No,Yes,Card,0
49,110,54.42,0.0,5,2,0.367,1,North,Basic,No,Yes,NetBanking,0
59,85,40.7,3.0,4,5,0.193,0,South,Basic,No,No,NetBanking,0
37,39,54.44,2.0,5,3,0.197,2,East,Premium,Yes,No,NetBanking,0
77,68,64.52,0.0,3,5,0.006,1,East,Standard,No,Yes,UPI,0
50,73,66.5,1.0,4,1,0.269,1,South,Basic,No,Yes,Card,0
35,59,97.57,1.0,5,5,0.38,1,South,Standard,Yes,,Card,0
77,57,46.62,2.0,1,1,0.484,0,East,Standard,No,Yes,Card,0
75,7,58.53,2.0,5,5,0.446,0,West,Basic,No,Yes,UPI,0
48,54,68.52,1.0,4,5,0.043,1,East,Standard,No,No,Card,0
19,42,59.53,3.0,2,2,0.49,1,South,Basic,Yes,Yes,UPI,1
55,98,49.99,1.0,4,2,0.075,0,West,Standard,Yes,No,UPI,0
52,103,29.01,3.0,1,3,0.021,0,North,Basic,Yes,Yes,UPI,0
27,90,49.78,0.0,4,4,0.374,0,South,Standard,No,,Card,0
57,4,38.53,0.0,3,1,0.453,1,North,Basic,No,Yes,NetBanking,0
70,101,25.47,3.0,5,2,0.475,0,South,,No,Yes,UPI,0
24,48,44.09,2.0,3,4,0.412,0,East,Standard,Yes,No,UPI,0
62,50,39.06,2.0,3,5,0.102,0,East,Basic,No,Yes,NetBanking,0
26,113,71.68,0.0,3,1,0.077,1,West,Basic,No,No,Card,0
64,104,72.02,0.0,3,5,0.029,1,East,Basic,No,Yes,NetBanking,0
43,7,41.92,0.0,5,5,0.291,1,North,Standard,No,No,NetBanking,0
18,43,54.8,1.0,4,5,0.244,1,East,Standard,No,Yes,Cash,0
77,90,22.84,1.0,0,2,0.055,1,East,Standard,No,Yes,Card,0
28,65,50.11,0.0,3,4,0.232,1,East,Standard,Yes,,Card,0
54,31,67.98,1.0,1,1,0.284,0,South,,No,Yes,Card,0
29,63,,2.0,0,1,0.361,1,East,Basic,Yes,Yes,UPI,0
75,104,45.74,0.0,5,1,0.207,0,East,Standard,No,No,Card,0
63,27,81.04,2.0,5,3,0.159,1,South,Basic,No,No,Card,0
67,89,29.69,2.0,5,4,0.333,0,West,Basic,Yes,Yes,Cash,1
44,88,35.05,,2,1,0.342,0,North,Standard,No,Yes,Card,0
46,106,74.19,5.0,2,1,0.135,1,North,Premium,No,,Card,1
57,36,,3.0,4,2,0.01,0,East,Standard,No,,UPI,0
66,26,69.87,3.0,1,1,0.473,0,West,Basic,No,No,Card,0
70,66,59.19,3.0,0,5,0.378,1,East,Standard,No,Yes,UPI,1
19,64,16.1,3.0,2,1,0.101,0,South,Basic,Yes,Yes,Card,0
59,49,19.55,1.0,3,2,0.283,2,West,Standard,No,Yes,UPI,0
24,93,62.59,1.0,2,2,0.297,2,South,Basic,Yes,Yes,Card,0
35,96,52.84,4.0,1,2,0.063,0,South,Basic,Yes,Yes,UPI,0
69,30,37.88,1.0,3,5,0.096,0,,Basic,No,Yes,Card,0
33,95,61.31,2.0,5,2,0.478,1,South,Premium,No,No,Card,0
67,28,,3.0,1,3,0.254,0,East,Basic,No,Yes,Cash,0
46,49,78.89,0.0,2,3,0.096,2,West,Basic,Yes,No,NetBanking,0
32,4,62.73,0.0,1,2,0.399,2,North,Basic,No,,UPI,0
38,41,84.57,3.0,1,3,0.235,1,North,Standard,Yes,Yes,NetBanking,0
50,115,,1.0,3,1,0.319,1,South,Basic,No,Yes,Card,0
65,53,57.69,1.0,2,3,0.149,2,East,Standard,Yes,Yes,UPI,0
55,85,81.29,1.0,3,1,0.029,1,East,Basic,No,No,NetBanking,0
75,13,40.43,3.0,0,3,0.082,0,West,Basic,No,Yes,UPI,0
71,76,116.29,3.0,3,2,0.487,0,East,Basic,Yes,No,Card,0
64,45,67.51,2.0,0,2,0.312,0,West,Basic,No,No,NetBanking,0
55,89,67.62,1.0,2,1,0.416,1,North,Standard,No,Yes,Card,0
35,111,70.5,1.0,5,5,0.011,0,North,Basic,No,Yes,Card,0
43,64,97.54,1.0,2,1,0.383,0,South,Standard,No,Yes,UPI,0
25,13,75.85,1.0,4,1,0.242,0,West,Basic,No,Yes,Card,0
41,57,27.9,1.0,2,1,0.333,0,North,Basic,Yes,Yes,Card,0
75,15,88.07,0.0,5,5,0.179,2,North,Basic,Yes,No,Card,0
44,54,53.18,3.0,5,2,0.31,1,South,Standard,Yes,Yes,Card,0
25,8,62.14,0.0,5,3,0.018,0,South,Basic,Yes,Yes,UPI,0
58,77,34.41,0.0,2,4,0.023,0,East,Standard,No,No,UPI,0
77,37,70.52,3.0,1,1,0.399,1,West,Standard,Yes,No,UPI,1
71,24,46.97,2.0,3,1,0.062,0,North,Basic,Yes,Yes,UPI,0
34,3,62.0,1.0,4,1,0.007,0,East,Basic,Yes,Yes,Card,0
46,106,54.32,2.0,3,4,0.456,0,North,Basic,No,No,Card,0
50,100,98.5,3.0,4,5,0.133,0,North,Basic,No,Yes,Cash,0
33,97,99.65,0.0,5,4,0.291,0,South,Basic,No,Yes,Card,0
34,7,60.93,2.0,4,5,0.419,1,East,Standard,No,No,Card,0
32,42,61.28,1.0,2,5,0.373,0,East,Standard,Yes,No,Cash,0
79,116,52.53,1.0,1,2,0.023,0,East,Standard,No,Yes,Card,0
64,69,82.12,1.0,2,1,0.28,0,West,Basic,Yes,Yes,UPI,1
70,16,53.42,1.0,3,1,0.271,1,North,Standard,No,No,Card,1
68,17,51.57,0.0,5,4,0.175,0,East,Standard,Yes,Yes,UPI,0
77,32,79.57,0.0,1,4,0.377,2,East,Standard,No,No,Card,1
24,116,49.23,3.0,0,5,0.482,0,North,Standard,No,Yes,UPI,0
72,21,59.24,1.0,1,3,0.074,1,South,Standard,No,No,UPI,0
22,108,28.37,1.0,3,5,0.073,1,North,Standard,No,No,UPI,0
47,81,74.08,4.0,1,5,0.367,1,North,Basic,No,Yes,Card,0
54,110,98.82,0.0,2,5,0.227,0,South,Standard,Yes,,Card,0
40,99,74.42,0.0,1,5,0.398,1,North,Standard,No,Yes,NetBanking,0
27,40,89.24,3.0,5,1,0.071,0,West,Basic,No,No,NetBanking,0
29,99,43.08,3.0,3,4,0.02,0,West,Basic,Yes,No,Card,0
69,21,64.73,0.0,4,5,0.349,1,East,Basic,Yes,No,Card,0
37,35,41.14,0.0,3,2,0.497,0,East,Standard,Yes,Yes,UPI,0
37,26,55.44,2.0,0,5,0.047,0,West,Basic,No,No,NetBanking,0
75,16,75.44,1.0,1,2,0.432,0,South,Standard,No,No,NetBanking,1
26,11,62.04,1.0,5,2,0.193,1,East,Premium,No,Yes,UPI,0
74,23,31.75,0.0,3,4,0.008,0,East,Premium,Yes,,Card,0
75,15,33.7,2.0,4,1,0.255,1,West,Basic,No,Yes,UPI,0
55,46,,0.0,4,3,0.139,0,West,Standard,Yes,No,NetBanking,0
28,9,69.83,1.0,3,5,0.347,0,North,,Yes,No,Card,0
27,8,101.28,0.0,3,1,0.144,1,East,Standard,No,Yes,UPI,0
35,118,87.25,0.0,1,1,0.241,1,,Basic,No,Yes,Card,0
53,11,22.08,3.0,1,5,0.1,1,South,Standard,No,No,Card,0
27,9,88.42,3.0,0,4,0.414,0,East,Standard,No,Yes,NetBanking,0
46,4,78.73,1.0,1,3,0.463,0,East,Standard,Yes,Yes,Card,0
25,16,29.09,2.0,3,3,0.202,0,North,Premium,Yes,Yes,UPI,0
51,63,53.94,3.0,5,5,0.224,0,South,Premium,Yes,Yes,Card,0
19,99,81.91,2.0,2,4,0.491,0,East,Standard,Yes,Yes,Card,0
61,88,71.01,3.0,3,5,0.071,2,North,Basic,No,Yes,UPI,0
21,70,33.82,2.0,5,1,0.404,1,West,Standard,No,No,Card,0
30,11,72.21,0.0,4,3,0.284,0,South,Standard,No,No,UPI,0
28,93,17.25,0.0,1,4,0.44,2,East,Standard,No,No,Card,0
69,5,55.54,1.0,1,1,0.146,0,North,Basic,Yes,Yes,UPI,0
21,76,82.76,1.0,3,3,0.148,0,West,Standard,Yes,No,Cash,0
44,49,60.37,1.0,1,1,0.163,1,West,Standard,No,Yes,Card,0
54,105,,4.0,1,5,0.008,0,North,Premium,No,No,Card,0
49,37,77.79,0.0,3,4,0.085,0,East,Standard,No,No,NetBanking,0
60,76,79.5,0.0,3,1,0.497,0,West,Basic,No,Yes,Card,0
67,53,86.2,1.0,1,3,0.124,0,North,Standard,No,No,Card,0
42,63,77.49,1.0,0,1,0.01,1,East,,No,No,NetBanking,0
69,112,81.63,4.0,4,5,0.139,1,West,Standard,No,Yes,Card,0
37,85,74.66,,2,1,0.204,0,East,Basic,No,No,UPI,0
79,50,65.31,2.0,3,4,0.274,0,West,Standard,No,No,Card,0
49,54,61.79,2.0,1,1,0.034,0,North,Standard,No,Yes,UPI,0
63,84,55.25,1.0,1,1,0.395,2,West,Standard,No,Yes,UPI,0
72,42,35.75,4.0,3,5,0.413,2,West,Premium,Yes,No,UPI,0
67,20,40.89,0.0,0,2,0.107,0,North,Premium,No,No,UPI,0
70,56,54.36,2.0,1,1,0.399,1,South,Standard,No,Yes,Card,0
51,9,64.83,0.0,4,4,0.181,0,East,Premium,No,Yes,Card,0
20,21,88.82,2.0,4,2,0.212,0,West,Standard,No,Yes,NetBanking,0
48,51,59.16,0.0,2,3,0.468,0,North,Premium,No,Yes,NetBanking,0
29,95,,,0,5,0.446,0,South,Premium,Yes,Yes,UPI,0
73,93,81.59,2.0,0,4,0.188,0,West,Standard,Yes,Yes,UPI,0
32,32,55.37,2.0,3,2,0.244,0,South,Basic,No,No,UPI,0
32,51,,1.0,4,2,0.143,0,East,Basic,No,Yes,UPI,0
33,19,55.13,1.0,3,2,0.258,0,,Standard,Yes,No,UPI,0
57,90,86.44,2.0,2,4,0.341,0,West,Standard,No,No,Card,0
53,30,72.72,3.0,0,4,0.046,0,North,,No,No,Card,0
76,96,36.19,1.0,1,3,0.46,0,,Standard,Yes,No,Card,0
43,101,63.23,0.0,0,2,0.359,2,East,Standard,Yes,No,Card,1
35,83,92.96,0.0,2,1,0.048,2,West,Basic,Yes,Yes,UPI,0
21,40,56.38,0.0,1,5,0.434,1,North,Basic,No,,Card,1
18,114,68.95,3.0,0,4,0.372,0,East,Standard,Yes,Yes,UPI,0
41,82,70.92,2.0,3,4,0.157,1,West,Basic,Yes,Yes,Cash,0
75,77,39.27,2.0,2,1,0.261,0,West,Premium,No,Yes,NetBanking,0
50,102,70.21,2.0,5,2,0.43,0,North,Premium,No,Yes,NetBanking,0
73,105,32.12,2.0,2,2,0.484,0,South,Standard,No,Yes,NetBanking,0
24,10,47.49,,0,3,0.141,0,,Standard,No,Yes,Card,0
23,105,81.51,1.0,4,4,0.325,0,North,Standard,No,Yes,UPI,0
69,92,67.14,3.0,4,5,0.43,1,East,Premium,No,No,UPI,0
24,25,53.91,,5,3,0.494,1,West,,No,Yes,Cash,0
21,37,68.93,0.0,4,2,0.035,0,East,Premium,No,Yes,UPI,0
43,90,58.8,1.0,2,3,0.252,1,North,Standard,No,Yes,Card,0
75,26,60.25,0.0,4,4,0.437,0,North,Basic,Yes,Yes,NetBanking,0
60,54,73.14,0.0,4,2,0.002,1,South,Standard,No,No,UPI,0
24,82,45.45,1.0,3,3,0.219,0,North,,No,Yes,Card,0
69,78,60.81,2.0,4,4,0.292,1,West,Premium,Yes,Yes,UPI,0
70,109,53.75,0.0,5,3,0.263,0,North,Basic,Yes,No,UPI,0
67,14,28.29,0.0,4,3,0.366,0,North,Basic,No,Yes,UPI,0
73,36,41.59,1.0,3,4,0.033,0,East,Standard,No,Yes,NetBanking,0
32,118,91.36,2.0,2,2,0.393,0,,Premium,Yes,Yes,UPI,0
78,68,67.69,1.0,5,1,0.142,1,South,Standard,No,Yes,NetBanking,0
37,30,33.53,2.0,5,4,0.412,2,East,Basic,Yes,Yes,Card,0
67,35,29.19,3.0,1,3,0.21,0,North,Premium,No,No,Card,0
53,41,57.76,1.0,0,2,0.021,0,East,Standard,No,Yes,Card,0
66,66,91.22,0.0,4,1,0.482,1,South,Premium,No,Yes,UPI,0
56,34,,0.0,1,5,0.39,1,East,Standard,No,Yes,NetBanking,0
57,75,86.14,2.0,5,4,0.174,2,North,Basic,No,Yes,UPI,0
56,53,67.04,0.0,0,2,0.135,0,South,Premium,No,Yes,Card,0
66,73,69.43,,5,4,0.294,0,East,Standard,No,No,UPI,0
63,19,33.29,4.0,4,3,0.494,0,North,Premium,No,No,Cash,0
26,75,78.75,0.0,1,2,0.145,1,North,Basic,Yes,No,Card,0
69,111,53.3,1.0,0,2,0.474,0,South,Standard,Yes,Yes,Card,0
51,17,77.26,1.0,5,1,0.165,2,North,Basic,No,Yes,UPI,0
38,39,,5.0,0,5,0.352,1,North,Basic,Yes,Yes,UPI,0
49,83,63.54,1.0,0,5,0.191,0,West,Premium,No,Yes,Card,0
77,74,67.04,2.0,4,5,0.043,0,South,Basic,Yes,Yes,Card,0
71,81,56.92,0.0,4,2,0.468,0,East,Basic,Yes,Yes,UPI,0
69,67,68.09,1.0,0,5,0.082,0,South,Premium,Yes,No,Card,0
46,82,54.67,1.0,2,2,0.472,0,North,Basic,Yes,No,Card,0
66,73,47.02,2.0,3,5,0.052,0,,Standard,Yes,Yes,Card,0
41,9,92.11,0.0,3,1,0.133,1,East,Premium,No,Yes,Card,0
60,90,80.98,3.0,2,2,0.46,1,West,Standard,Yes,Yes,Card,0
57,54,44.78,5.0,2,3,0.329,0,North,Basic,No,No,UPI,1
33,7,71.37,2.0,0,5,0.095,0,North,Standard,No,Yes,Card,0
34,49,45.15,6.0,0,2,0.296,0,East,Standard,No,No,UPI,0
21,52,36.31,0.0,5,3,0.09,0,South,Basic,No,Yes,UPI,0
26,11,80.68,2.0,1,5,0.437,1,North,Standard,Yes,No,Card,0
44,119,25.92,2.0,5,3,0.025,1,South,Basic,Yes,No,UPI,0
47,27,78.54,2.0,0,4,0.265,1,North,Basic,No,Yes,Card,0
28,40,54.95,3.0,5,3,0.032,1,West,Basic,No,No,NetBanking,0
43,53,55.77,1.0,2,1,0.348,0,West,Premium,Yes,No,UPI,0
55,100,68.2,,4,2,0.468,1,East,Basic,No,Yes,Card,0
32,89,71.62,1.0,5,3,0.416,1,South,Basic,Yes,Yes,NetBanking,0
38,92,43.47,2.0,2,1,0.186,2,West,Premium,Yes,Yes,Card,0
40,29,74.35,4.0,4,2,0.118,0,East,Basic,Yes,Yes,Card,1
49,101,62.27,0.0,2,5,0.061,0,West,Premium,No,No,Card,0
40,99,34.88,0.0,4,1,0.437,1,East,Premium,No,Yes,UPI,0
63,56,56.6,3.0,5,2,0.041,1,West,Standard,No,No,UPI,0
38,65,87.63,0.0,4,4,0.314,0,South,Basic,Yes,No,UPI,0
44,5,93.53,2.0,4,3,0.184,1,East,Basic,Yes,Yes,NetBanking,0
41,91,74.35,1.0,2,2,0.498,0,West,,Yes,Yes,Cash,0
29,115,36.19,0.0,0,1,0.254,0,West,Basic,No,No,Card,0
60,57,69.81,1.0,3,5,0.274,2,West,Standard,No,Yes,NetBanking,0
32,65,77.02,2.0,0,3,0.459,0,South,Basic,No,Yes,Card,0
36,60,74.51,1.0,3,3,0.485,0,East,Standard,Yes,No,Cash,0
67,10,75.7,,5,1,0.292,0,South,Basic,Yes,Yes,Card,0
76,74,67.27,3.0,0,2,0.398,0,,Basic,Yes,No,Card,0
59,86,58.55,3.0,5,1,0.317,0,North,Basic,No,Yes,Card,0
74,111,,1.0,3,5,0.214,1,South,Basic,No,No,Card,0
70,111,22.04,,0,4,0.029,1,West,Standard,No,No,NetBanking,0
47,59,66.79,3.0,4,3,0.359,0,West,Standard,No,Yes,Card,0
65,115,,2.0,0,4,0.35,0,South,Basic,No,Yes,Card,0
38,63,71.15,1.0,3,1,0.058,0,North,Standard,No,Yes,NetBanking,0
46,77,33.25,6.0,3,5,0.115,1,South,Standard,No,No,UPI,0
51,72,72.9,0.0,4,3,0.366,1,North,Premium,No,Yes,UPI,0
77,119,101.09,3.0,2,3,0.075,1,,Basic,Yes,,Cash,0
70,88,61.57,1.0,0,5,0.345,0,West,Standard,No,Yes,Card,0
48,15,58.77,1.0,2,1,0.359,1,South,Basic,No,No,Card,0
58,9,66.18,,4,3,0.177,0,North,Basic,Yes,,Card,0
30,49,100.65,1.0,5,1,0.129,1,East,Standard,No,No,Card,0
67,62,39.53,1.0,1,3,0.187,0,North,Basic,No,No,Card,0
52,80,64.06,1.0,2,2,0.18,1,South,Standard,No,,UPI,0
51,58,44.01,2.0,5,3,0.304,2,,Standard,No,No,Card,0
65,62,49.06,1.0,1,4,0.372,2,North,Basic,Yes,Yes,UPI,0
57,110,59.01,0.0,1,2,0.431,1,East,Premium,No,No,UPI,0
22,40,86.95,1.0,4,1,0.015,0,East,Basic,No,No,Card,0
35,59,96.02,3.0,2,1,0.363,1,South,,No,Yes,UPI,0
28,67,68.96,1.0,3,4,0.157,0,West,Standard,Yes,Yes,Card,0
63,56,52.47,0.0,2,3,0.419,0,West,Basic,No,No,UPI,0
20,116,109.85,3.0,3,5,0.038,0,West,Basic,No,,Card,0
30,115,,0.0,1,5,0.276,3,West,,No,Yes,NetBanking,0
55,62,48.58,1.0,4,1,0.274,0,West,Standard,Yes,No,UPI,0
61,54,24.5,2.0,2,4,0.163,0,West,Standard,Yes,Yes,UPI,0
49,71,87.92,0.0,3,1,0.485,0,South,Basic,No,Yes,Card,0
71,22,,1.0,1,1,0.053,0,North,Basic,No,Yes,Card,0
74,51,108.36,0.0,0,4,0.068,0,East,Standard,No,Yes,Card,0
26,26,32.21,2.0,3,3,0.322,1,West,Premium,Yes,Yes,UPI,0
77,18,89.16,1.0,0,5,0.257,2,West,Basic,No,Yes,UPI,0
56,12,61.4,2.0,5,1,0.132,0,East,Standard,No,Yes,NetBanking,0
57,70,76.12,0.0,5,3,0.152,0,West,Standard,Yes,Yes,Card,0
23,1,27.04,2.0,1,2,0.079,1,East,Standard,Yes,No,NetBanking,0
56,77,,4.0,1,5,0.434,0,East,Standard,No,No,NetBanking,0
62,52,75.73,1.0,3,4,0.285,2,North,Basic,No,Yes,Card,0
54,44,59.22,2.0,1,4,0.122,0,South,Basic,Yes,Yes,Card,0
23,92,72.9,4.0,5,2,0.197,0,North,Standard,No,Yes,UPI,0
50,65,44.69,0.0,0,5,0.453,1,North,Premium,No,Yes,Card,0
76,88,48.41,1.0,2,5,0.443,0,East,Standard,No,No,Card,1
62,85,50.73,2.0,1,4,0.035,0,North,Basic,No,Yes,UPI,0
26,4,22.95,1.0,4,3,0.327,0,West,Basic,No,Yes,UPI,0
77,26,77.24,0.0,0,5,0.076,0,South,Standard,Yes,No,Card,0
77,68,83.83,3.0,2,4,0.105,1,East,Standard,Yes,No,NetBanking,0
28,117,,0.0,5,1,0.432,0,North,Basic,Yes,Yes,Card,0
67,19,66.96,0.0,2,5,0.448,2,West,Basic,No,No,Card,0
43,13,54.69,0.0,1,1,0.041,1,South,Standard,No,,Card,0
54,112,66.57,3.0,0,4,0.437,0,East,Basic,Yes,No,NetBanking,0
45,116,47.45,1.0,3,2,0.364,0,East,Basic,No,Yes,NetBanking,0
66,20,42.33,2.0,0,5,0.388,0,East,Standard,No,,Card,0
79,48,81.04,1.0,2,4,0.396,1,East,Basic,No,Yes,UPI,0
67,75,58.72,3.0,3,5,0.254,0,East,Basic,Yes,Yes,Card,1
75,24,100.44,1.0,2,4,0.473,0,West,Basic,No,Yes,Card,0
76,39,60.93,2.0,4,3,0.1,1,South,,No,No,Card,0
23,48,41.48,2.0,4,5,0.252,0,West,Premium,Yes,Yes,NetBanking,0
33,77,84.54,1.0,0,2,0.159,0,South,,Yes,No,Card,1
62,37,72.62,1.0,4,3,0.411,0,South,Basic,Yes,Yes,UPI,0
54,50,,0.0,5,2,0.041,0,South,Basic,No,,Card,0
21,35,83.81,2.0,1,1,0.217,0,South,Basic,Yes,Yes,NetBanking,0
23,91,46.94,0.0,2,5,0.387,0,South,Premium,Yes,Yes,Cash,0
50,19,57.45,2.0,2,3,0.156,0,West,Standard,No,,Card,0
56,28,56.57,1.0,2,1,0.12,0,East,Standard,No,Yes,UPI,0
28,30,34.19,0.0,2,5,0.131,0,West,,No,Yes,UPI,0
28,108,54.73,2.0,5,5,0.357,0,North,Premium,No,No,Cash,0
26,113,86.73,1.0,3,4,0.143,0,East,Standard,No,Yes,UPI,0
53,60,64.75,3.0,5,2,0.201,2,North,Basic,No,Yes,Card,0
18,19,33.08,2.0,2,5,0.273,0,South,Basic,No,Yes,Card,0
